Gene_Symbol,NOD 1,NOD 2,NOD 3,NOD 4,NOD 5,NOD 6
Stra13,0.9997611,0.92999953,0.9352822,1.0002389,0.9486873,1.0074096
1110020G09Rik,0.96569145,1.0231413,0.98983216,1.010168,0.9794478,0.9645673
LOC216963,0.99902326,1.0119126,0.98250544,0.8998737,1.0009768,0.9561468
Klrk1,0.9724626,0.99663675,1.0033633,0.94448715,1.0250186,0.970265
Frag1,1.02052,0.9937485,1.0062515,0.9807774,0.95675886,0.9873863
Foxn2,0.99225545,0.9842172,1.0077444,0.97513217,1.0372615,0.9854901
Adck5,0.96986055,0.94227815,0.9823863,1.0176136,1.0208608,0.967869
Abcc3,0.9521097,0.9363443,0.9980008,0.949122,1.001999,1.0162357
1700051E09Rik,0.997012,1.033419,0.96346307,0.9889106,1.002988,0.96362996
Nhp2l1,0.95687467,0.9513108,0.9925626,0.97189087,1.0074375,1.0494483
Klra2,0.98423165,0.94716233,0.97459096,0.98422486,1.0157683,1.0352402
Ceacam1,1.0183885,1.0073376,0.99266243,0.98379815,0.9623704,0.9074645
C230052I12Rik,1.0059994,0.98325837,0.9940007,0.98758423,1.0156549,0.9886017
Csnk1d,0.92628145,1.0073828,1.0031924,0.9079458,0.9968076,0.93131113
Rer1,1.0035527,0.9685754,0.9673185,0.99644715,1.0306551,0.97707796
Myg1,0.974152,0.96836406,0.9360011,1.0111412,1.0261906,0.98885876
Cd3z,0.9903461,0.9476652,1.0257071,1.0096539,0.98284394,0.98634464
C430004E15Rik,0.95530075,0.98906136,1.0109386,0.9534368,1.0321791,0.98773706
Bfsp2,0.99550164,1.0399548,0.98488045,0.9945246,1.0044986,0.977625
Pdlim2,1.0235003,0.95311487,0.9519017,0.96732265,0.99582756,1.0041724
Mns1,1.0061668,0.9253413,0.91507983,1.0058504,0.9518015,0.99414957
Nucb1,0.9443922,0.9534853,0.994163,1.0058368,1.0716243,0.9481905
Gnl2,1.0169001,0.95882404,0.9834077,0.99945515,1.0005448,0.98877305
Ryr1,0.98515534,0.94214594,1.0089829,0.9948679,1.005132,0.9642351
6330583M11Rik,0.99265116,0.99776405,1.0074806,1.0022359,0.97689235,0.9936842
D430028G21Rik,0.9746927,0.94348055,0.9568713,0.9967337,1.0032663,1.0195062
Zfp2,0.99494517,0.9671191,1.0056356,0.9373689,0.97250503,1.0050548
Rsad1,0.9850165,0.97172934,1.0626129,0.9780836,0.99725544,1.0027446
Rab3il1,0.9755144,1.0244856,0.93678147,0.9747344,0.96510714,1.046918
Exosc6,0.96746236,0.99587697,0.9288805,0.99933666,1.0006634,1.065204
Fbxo46,0.9799503,0.99474484,0.9758837,1.0278888,1.0052551,0.9682335
4833439L19Rik,1.0192825,1.0032774,0.99672264,0.8891465,0.9383566,0.9719609
P2rx4,0.98844445,0.9652604,0.896004,0.9834036,1.0172704,1.0115556
Rmnd5b,0.9851201,1.0044858,0.9555788,0.9926738,1.0130651,0.9955141
Runx1,0.9689496,0.9875557,1.0040147,0.9854073,1.0302634,0.99598515
Hfe,0.93863374,1.0007099,0.9407454,0.9637368,0.99929017,1.0276332
Snx17,0.98997915,1.0627241,0.99084604,1.009154,0.9612428,0.9488046
Nubp2,1.0209955,0.9286116,0.98552144,0.9698784,0.9567376,1.0144786
9130211I03Rik,0.9953194,0.95498115,1.0046806,0.9437392,1.0402663,0.92656726
Il18,0.9983366,0.9658421,0.94167864,1.0016636,0.97995716,1.1103644
Mtch1,1.0458435,1.0057329,0.9855238,0.9942672,0.95684916,0.9250977
Tjp2,0.98620594,0.9739292,0.9778045,0.96385497,1.0137941,1.0297695
Ide,1.0151057,0.9178107,0.9802887,0.9706183,0.9848943,1.039566
Sirt2,1.0314329,0.9641957,0.94867307,0.96856695,1.0620922,0.95524275
Mtap7,0.9541026,0.9416781,1.0326922,1.0168499,0.9611508,0.9831502
AA388235,1.0091844,0.9908156,0.96700585,0.98642987,0.96755314,1.0114573
Kctd14,1.0480225,0.97746754,1.0054376,0.9627477,0.9760015,0.99456227
Bing4,0.9680455,0.97825015,1.0000763,0.99992377,1.0034959,0.9979508
BC021523,0.9450361,0.96692896,1.0099201,0.9434796,1.0067594,0.9932407
Fgfrl1,1.052411,0.97833455,1.0116677,0.9816376,0.9775213,0.9883323
Atp2c1,0.9821395,0.9886968,1.0113033,0.9866613,0.9858485,1.023062
Capg,0.9641592,1.0014853,0.9793946,0.99026716,0.99851465,1.0114218
Insig2,0.9847771,0.9606647,0.97227454,1.0152228,0.98213434,1.0512642
Selenbp2,1.0056169,0.9943831,0.9746791,0.97507966,0.98065895,1.0127997
Ergic3,1.006487,0.92125326,1.0026507,0.9973494,0.93282133,0.9271251
Cma1,0.98713535,1.0086697,0.93032646,1.0161335,0.99133044,0.94089687
Pde4a,1.0191092,0.9808908,0.9083738,1.0300901,0.9484535,0.9798524
Otub2,0.92105556,0.9961914,1.0391062,0.9523246,1.0038086,0.91402465
Spin,1.0243403,0.9748129,0.98082,1.0010748,0.9528417,0.99892527
Zfp68,0.92202806,0.9058129,0.89662534,0.96849054,1.0380484,1.0315095
Vnn3,1.0234497,0.9931648,0.98992926,0.98826563,0.9914157,1.0068352
Rpp14,0.9842284,0.89761585,1.003271,0.99224955,0.996729,1.0441152
Metapl1,1.0034447,0.9965552,0.9956136,0.97853565,0.9806082,1.0780388
C1qbp,1.0021662,0.95022374,1.0108845,0.95166075,0.9978338,0.97210675
Mare,0.89690334,0.9934811,0.9045959,0.95844877,1.0390635,1.0065188
Pank3,1.0364538,1.0069096,0.9685694,0.9930904,0.9924,0.8997301
Toe1,1.0621983,0.9193085,0.93152905,1.0102242,0.97470605,0.9897757
Rbm13,0.95212513,0.9446156,0.95047116,0.9937415,1.0062585,1.0303924
Irak4,0.99592024,0.968034,1.0040798,0.9646057,0.9553688,1.0066177
Alg9,0.94068944,0.9961106,0.9913997,1.0406318,0.99616987,1.0038302
Il8ra,0.98599124,0.9590362,0.9977384,1.0022616,0.966939,1.0216572
Ccdc124,0.9834062,0.9966825,1.0033176,0.97715944,0.9834636,1.0282556
Blk,0.9933481,0.96347016,0.9957777,1.0042223,0.9771347,1.0269291
Arfip2,0.9980446,0.9624283,1.0085753,0.9481081,1.0019554,0.97591263
Mtx1,0.9687099,0.90792394,0.9808365,0.9790821,1.0425391,1.0191636
Pmm1,0.9703733,0.99919444,1.0008054,0.98661613,0.9618958,1.08982
Ncf1,1.000329,0.9589986,0.93262494,0.98559034,1.0565186,0.9996709
Art2b,1.0400604,0.9821948,0.9423064,1.0111394,0.9464583,0.9888605
Vnn3,0.9995671,0.9947933,0.94744706,1.000433,0.9632742,1.0361366
Dhrsx,0.98665684,0.9215104,1.0376424,0.9467624,0.95955294,1.0133432
Prss22,0.96062666,1.0223615,0.99801147,0.9880431,0.9779402,1.0019884
Stk25,0.9876316,1.0360976,0.9362463,0.94749856,1.0123683,0.9349038
Cyp27a1,1.0342882,0.88256496,0.93246806,0.9657118,0.9367802,1.0394084
Bing4,1.0033561,0.9737511,0.99664384,0.9918354,0.9660589,1.0132904
Mpn,0.98907965,0.9755864,0.9252791,1.0211964,0.9453842,1.0109204
Usp10,1.0071155,0.94759905,0.98618346,1.0148203,0.9928845,0.9655172
Stk19,1.012537,0.923014,0.987463,0.9667785,1.0576562,0.98182577
Ccnt1,0.99340534,0.98155594,0.9984484,0.9744742,1.0015516,1.0192561
1700017I11Rik,1.0131264,0.9722916,0.95378375,0.9868737,0.93482727,1.0359921
Arpc4,1.0093826,0.9906174,0.9877605,0.9136918,0.88081825,1.0827752
C430010P07Rik,0.99176294,0.96774024,0.9752573,1.0069618,0.9930381,1.019779
Hist1h4c,0.99664986,1.0033503,0.9689605,0.9401799,1.0555053,0.96410936
Ccl3,1.0048699,0.99513,0.9361547,0.963538,0.9184442,1.0356212
Oasl1,0.91955936,0.95515466,0.92388594,0.97614616,1.0238539,1.1086745
Trp53i11,0.96801627,0.92826265,0.9792817,1.0446116,0.9809282,1.0190719
Suclg2,0.9859154,0.9749017,0.9145275,1.0854205,0.9794361,1.0140845
B3gnt8,0.9380171,0.96696824,0.9415407,1.1118748,0.93285674,1.0330317
Whrn,0.949492,0.9819717,0.9796874,0.9741651,1.0180285,1.0441185
Arl3,1.0381819,0.98247886,0.9579689,0.95732796,0.98846185,1.0115383
Lancl1,1.0141196,0.9182915,1.0199379,0.9858804,0.95641065,0.94470876
3632413B07Rik,1.0560203,0.9057173,0.8696652,0.96441424,0.9483048,1.0355858
Zfand2b,1.0752071,0.95085543,0.99479073,0.96423435,1.0052092,0.96734405
Tfb1m,0.9901799,0.9315094,1.0162346,1.0058007,0.9941994,0.9430845
Stard10,1.0284992,0.9715007,1.0564282,0.97014165,0.9574057,0.9532941
Stk25,0.99492216,1.0827377,0.9950458,0.94684976,1.0049542,0.89386
1200015F23Rik,1.0134981,1.0018082,0.9682075,0.9455094,0.9948901,0.9981917
Frag1,1.0231985,0.9342964,1.0307014,0.9470734,0.97680163,0.9670736
1700021E15Rik,0.96902984,0.9924059,1.0143572,1.0075941,0.97100526,0.95013213
Ms4a1,1.0242683,0.8826099,0.9608569,1.113088,0.97573173,0.97124535
1110038F14Rik,0.8917473,0.9062492,0.98790467,0.92674005,1.0120953,1.0122757
Phf11,0.926072,0.91003656,1.0329717,0.99172235,0.9449856,1.0082777
Ifit3,1.00072,0.9799548,0.99928004,0.9391624,0.95091987,1.0297265
Oas2,0.97800314,0.923637,0.9749015,0.9223364,1.021997,1.1107461
Parp3,1.0269444,0.9730558,0.8963302,0.97246563,1.0939089,0.97154075
Oas1d,0.92736506,0.985806,0.95613945,0.9160378,1.014194,1.02803
Psme2,1.0189415,0.8883803,0.95425296,0.99242526,0.9565919,1.0075748
Fgfbp3,0.9569699,0.9665816,1.0128452,0.98333025,1.0450826,0.9871548
B3gat3,1.0426402,0.9614408,0.9445877,0.93738246,0.9773011,1.022699
Armc3,1.0095038,0.99049616,0.9340895,0.8948118,1.0276318,0.9855365
Ryr1,0.98628485,0.9254891,1.0137153,1.02669,0.9607338,0.9817145
BC027061,0.99645144,0.90061563,1.0035486,0.93554306,0.96613175,1.0836196
Agpat4,0.97228354,0.9045607,1.0426236,0.9739308,0.9584955,1.0260694
Mad2l1bp,0.99157405,0.938196,0.995813,1.0201833,0.9638529,1.0041871
Ppgb,1.0288163,0.9836863,1.0094849,0.93356276,0.97660697,0.99051505
Mrps7,0.95818913,0.93964523,1.000603,0.9934272,0.9993971,1.0745794
Klra1,1.0134348,0.9467854,0.9271123,0.9619381,0.9978255,1.0021744
Tnfrsf5,0.9619213,0.936307,0.94119346,1.0017036,1.0469438,0.9982965
Dctn2,1.0892757,1.0009034,0.9835988,0.89583975,0.9029443,0.99909663
9930023K05Rik,0.98560387,1.0048368,0.9517102,0.9951631,0.9534447,1.0211504
Spsb3,0.9283725,0.96928364,0.9050286,0.9417702,1.0307164,1.106376
2700055K07Rik,1.0339863,0.9200964,0.9510435,0.9393268,1.0104969,0.9895032
Phf11,0.9125509,0.8964422,1.0872465,0.99769,0.9668742,1.00231
Oas3,0.9521763,0.9826325,1.0173675,0.97509056,0.9286464,1.0432006
A130072J07,1.0361943,0.9280542,0.9270431,0.9773508,0.94416314,1.0226493
Zcchc9,0.98321825,1.0091399,0.9922578,1.0077422,0.97146547,0.9757615
Il4,0.9445144,0.98986155,1.0101384,0.9838605,0.9623911,1.085125
BC049635,0.99308085,0.9811171,0.98994994,0.9909024,1.0069191,1.0773561
Mat2a,0.94590783,1.016219,0.9837809,0.92793506,1.0454181,0.9266411
C78541,0.99837,0.98110634,0.8971858,1.008236,0.9893799,1.00163
Gemin7,1.0008409,0.9603387,1.0180755,0.9991591,0.9785284,0.9760921
Fkbp2,1.1004752,0.92670435,0.9990104,0.9593958,0.99847275,1.0009896
Myo1c,1.005247,0.94850326,0.94670826,0.994753,0.97541636,1.0160367
Unc119,0.93733424,0.90609425,1.0243546,0.9567647,0.9756454,1.031433
Ict1,0.9729783,0.8935299,0.9941713,0.9628861,1.0058287,1.0571079
1200015A19Rik,0.9773349,1.0592495,0.9686424,0.9019039,1.022665,0.9316545
Syngr2,1.0769178,1.0081838,0.99181616,0.86698014,0.9731317,0.9836255
BC004728,1.0700797,0.88310313,1.020212,0.97978795,0.9519332,0.90230584
Ring1,0.9891946,0.90927374,0.9574279,1.0108055,0.9406656,1.1114978
Psme3,0.9425665,1.0031525,1.0546085,0.9030679,0.9968476,0.8844169
Dhcr24,1.0107397,1.0047985,0.9432723,0.9467487,0.9952016,0.9424615
Bst2,0.9924636,0.941144,1.0075364,0.88577145,1.0922983,0.88601834
2610528M18Rik,0.9355777,0.89788276,0.9990111,0.9874048,1.1913235,1.0009888
Uap1l1,0.9626042,0.98985994,1.1574352,0.9862882,0.9544618,1.0101402
D11Lgp2e,1.0040126,0.9192293,0.96349746,0.99598753,0.90814215,1.1298205
Arl3,0.99596345,0.9745952,1.043474,1.0040364,0.9787678,0.95308024
Lancl1,1.0063896,0.9644768,0.9946226,1.0053774,0.90319645,0.9793846
Wdfy1,0.94143176,1.014017,1.0025425,0.99745744,0.9761887,0.92516273
Klra12,0.96778715,0.89845586,0.9031706,1.0043557,1.0495747,0.99564445
Oasl1,0.97530216,0.9125061,0.9693581,0.9376943,1.0246979,1.0866823
Hps1,1.0023105,0.9056153,0.96809274,0.991346,0.9976894,1.0883925
Gngt2,1.0420674,0.8702343,0.98265314,0.9435908,0.9558775,1.0173469
Mrpl4,0.97747236,0.8770822,0.94784063,0.9861013,1.0138987,1.0259148
D19Ertd678e,1.0068727,0.856402,0.8891944,0.99312735,0.9723934,1.042632
Usp18,0.9903079,0.9834609,1.0093548,0.94995314,0.99064535,1.0188556
Lynx1,1.0233834,0.9766167,0.9265561,1.0268954,0.9504516,0.9601279
Tbxas1,1.0237309,1.0724195,0.9715182,0.9459863,0.90957314,0.9762691
Camkk2,1.0040214,0.8894914,0.9264399,1.0144204,0.99597853,0.9291379
Timm13a,0.98776394,0.8629677,1.0077636,0.88676465,1.0142778,0.9922363
AA536743,0.99425846,0.93227136,0.95190567,0.9476723,1.064727,1.0057417
Ceacam1,1.0104095,1.0406816,0.9895906,0.9638804,0.9738828,0.92326945
Purb,0.9757014,0.9319073,0.98292935,1.0170707,0.92612624,1.0200944
Ifit3,0.96114284,0.99599147,1.0223933,0.928277,0.932115,1.0040085
Lrrc57,1.0208583,0.9913744,0.9382827,0.947639,0.9390271,1.0086256
Fbxo30,0.9300489,0.9590755,0.9516304,0.9657138,1.073909,1.0342863
Ndst1,1.0354645,0.84094626,0.9521591,0.9010626,0.9645355,1.0695319
Csf3r,1.0436246,0.9563753,0.89994967,0.89679855,0.91596025,1.1125946
Srp9,1.017544,0.9785219,0.9859676,0.9787614,1.0140324,0.9131259
Uap1,1.0013484,0.9069119,0.99963135,0.93000585,0.9470735,1.0003687
D0HXS9928E,0.9396093,0.9194979,0.88708264,0.97743964,1.0345689,1.0225604
Lyl1,1.0149018,0.9850981,0.95759326,0.97930974,0.97724366,1.017687
Sp100,0.9255715,0.88719153,0.8958654,1.0286982,0.97130185,1.0291047
Mat2a,1.0007386,0.9177043,0.9666645,0.9992614,1.0496302,0.93201834
G22p1,1.0226206,0.9801343,1.005669,0.99034965,0.99433106,0.9574855
Yipf3,1.0332795,0.9037001,0.92894477,0.9667205,0.9375121,1.1525544
Snx2,0.9989558,0.88985765,0.90767574,1.1365123,0.9598874,1.0010442
1300013B24Rik,0.8820907,0.88529116,0.9088206,1.0523158,0.9480449,1.0519551
Nrarp,1.012098,0.95519227,1.0104978,0.9820174,0.9334287,0.9895023
BC065078,1.033413,0.8860911,0.9189685,0.9737942,1.0262058,0.9584917
Pmf1,0.9899474,1.000963,1.0003314,0.99966866,0.9614944,0.97101116
Wbp5,1.0160354,0.9456418,0.920346,0.97872776,1.0215601,0.9839645
Isgf3g,1.1375303,0.97360754,0.9696366,0.9437277,0.96769047,1.0263923
Exosc5,0.99287957,0.8848645,1.0217004,0.9810568,0.92240834,1.0071205
Ralgps2,0.9370885,0.8741776,0.8631784,1.0487251,1.0299487,0.97005135
2810410P22Rik,0.9268907,1.0016549,0.96577823,0.9983452,1.0339946,0.97948027
2900001O04Rik,0.94235796,0.9920491,0.9198238,1.0079509,0.95363075,1.0387036
Ndst1,1.0371618,1.0033531,0.9776964,0.9310641,0.9966468,0.9515091
Syngr2,1.0193386,0.99762595,1.002374,0.9238113,0.84100586,0.9202843
Apobec3,1.0097203,0.989968,0.9902798,1.0319189,0.9853309,0.9896152
C130086A10,1.0082324,0.95393085,0.96463686,0.9994869,1.0005131,0.9807151
Rnf166,1.0151961,0.8681846,0.94022346,1.0183321,0.9848038,0.9816603
Arpc1a,0.9898824,1.0101175,1.0564756,0.8455805,0.9753782,0.8654457
H2afj,0.99393284,1.010169,0.9755045,1.002361,0.9976389,0.9710312
Hint2,0.8810283,0.8561963,1.0111568,0.95126027,0.98884326,1.0324298
Srpr,0.9916148,0.9392476,0.98038274,1.0083851,0.975571,1.0635403
Ddx25,1.0015798,0.92038476,0.9584631,0.9630147,1.0054603,0.99842024
Mpn,0.9606926,1.0909426,0.9290417,0.9888957,1.0111043,0.98874193
Pkig,1.0029274,0.9970727,0.96897167,0.9188435,1.0089164,0.8036927
Hmox2,1.0716622,0.81408185,0.8749241,0.89955825,0.9906637,1.0093361
4921528G01Rik,0.98317355,0.8965465,0.9559303,1.0990094,0.9974462,1.0025538
Dhcr24,0.99453324,0.98307353,1.0054667,1.0096416,0.95327187,0.96296084
Mrpl22,0.91419756,0.86532503,0.9648086,1.0065604,1.0384271,0.9934397
Npn3,0.95791477,0.99509877,1.0049013,0.87291175,0.9586896,1.0418924
Rab6b,0.9951829,0.94276595,1.0048172,0.9819344,1.0637295,0.9367775
Mef2c,1.0293672,0.8378866,0.92665523,1.1105288,0.83853394,0.9706328
Mat2b,0.97076327,0.96737826,1.0875286,0.9649524,1.0292368,0.9024909
2900001O04Rik,0.82861567,1.0335493,0.9654852,0.8395528,0.96645075,1.1166073
Tnfrsf5,1.0284045,0.8162041,0.98639023,1.0136098,0.95690364,0.90522504
2310035K24Rik,0.9102544,0.9787012,0.97469175,0.9898946,1.2236155,1.0101055
4933407N01Rik,0.80429345,0.86594766,1.0214363,0.9064869,0.9874306,1.0125694
Unc119,0.9633877,0.8679695,0.9003732,0.9290455,1.0366123,1.109938
Aqr,0.9542699,1.014391,0.9860155,0.94804466,1.0139846,0.97973186
Dusp23,1.1149949,0.89371866,1.0256703,0.839543,0.9254177,0.9743296
1810030N24Rik,0.91695,0.8408364,0.9995215,1.0004784,0.9505841,1.105156
Ssbp2,0.9407343,0.9768857,1.0231143,0.8510862,1.0693309,0.8869781
2610528K11Rik,0.9858649,0.9947432,0.9967482,0.89523035,1.0032518,1.1024247
Plcb2,0.9037929,0.94599813,0.8560166,0.8772076,1.0540017,1.1206449
Snx2,0.9773902,0.8538225,0.90688664,1.0825844,0.95941544,1.0226098
Msi2h,0.9786149,1.0213851,1.0838437,0.92634344,0.94493055,0.9005717
Rbpms2,0.968914,0.9888033,1.0111966,0.93175447,0.88954914,1.0329956
2810442O16Rik,0.95950925,0.9204236,1.097444,0.9161877,0.9377637,1.0404907
EG241041,0.9946211,0.9566275,1.0230483,0.96084946,1.005379,0.98765767
Sc4mol,1.002324,0.9053945,0.86827976,0.9922555,0.997676,1.0530746
Trex1,1.0314451,0.85446423,0.91228545,0.96855485,0.8623303,1.0628198
4921528G01Rik,0.94452095,0.8817545,0.9091847,1.0109961,1.0613109,0.9890038
Kctd14,0.98565483,1.0139668,0.99174863,0.9546405,1.0082514,0.92607653
Pqbp1,0.98049986,0.9911887,0.9496304,0.97485596,1.0088112,1.0320567
2810410P22Rik,1.0051299,1.0383195,0.99486995,0.9383552,0.9859139,0.95550823
Siah1a,0.935017,0.91710943,0.8810155,1.0319073,0.97156906,1.028431
Cbr1,0.93603253,0.90953803,1.0639675,0.8353861,1.1295266,0.8857908
Cdkn2d,1.0004247,0.75333726,0.9119101,0.87823623,0.9995751,1.0816804
Pdk1,1.0537063,0.90301377,0.87658566,0.9907797,0.90986794,1.0092202
Ccm2,1.0905633,0.9978465,0.9068202,1.0021535,0.93177897,0.9432058
Usp39,0.9526336,0.94617236,0.9245111,1.0026538,0.9973463,1.010721
Nme3,0.9726551,0.93416226,0.94555134,0.9209979,1.0498033,1.027345
2810410P22Rik,0.98317444,1.0227596,0.96432036,0.9895531,1.0041618,0.9958382
Apex1,0.91356134,0.86877406,0.9863223,1.0558778,0.94407743,1.0136776
Serpinb1a,0.95264244,0.87378824,0.8858017,1.0951868,0.8700167,1.0473577
Cope,1.0694652,0.929486,0.9086188,0.9226291,1.0294889,0.9705111
Capn3,0.9135895,0.9819301,1.0180699,0.9370426,0.8577084,1.0982797
Fcgr2b,0.9516894,0.8703572,0.94264287,1.0471343,0.9578867,1.0421133
Idua,1.0132366,0.8976741,0.9867634,0.9509145,0.8719568,1.0672642
A130038H09Rik,0.94075704,0.8173012,0.9146473,0.987078,1.012922,1.0727366
Mpn,0.9335567,1.1556951,0.98917025,0.9044611,1.0108298,0.97653615
2310039H08Rik,0.95106316,0.81603837,0.99815917,1.0018407,0.97700316,1.0477043
Blr1,0.98623925,0.9129568,0.8592156,1.1266066,1.0137607,0.9623594
Tpst1,0.8950056,0.8108564,0.92718667,1.0272956,0.97270423,1.0712506
Dusp8,0.90172154,0.9692455,0.8845657,0.7990005,1.151416,1.0307544
Oas1g,0.98841304,0.90472716,1.011587,0.9759855,0.9131729,1.0669078
Ubl7,0.9452866,0.95871556,1.0412844,0.9381081,1.1745476,0.90935373
Pink1,0.84309417,1.0394852,0.88528854,0.84816307,0.9605148,1.0861075
Imap38,0.9755501,0.95834875,0.8936519,0.9437708,1.0608306,1.0244498
Csf3r,0.98637295,1.013627,0.7583582,0.81039244,0.94639677,1.123587
Fbxl6,1.1001279,0.92411995,1.0292776,0.92516094,0.97072244,0.9444766
Lgals9,0.9959991,0.812208,0.9026679,1.0040009,0.98051834,1.0144612
1700023B02Rik,0.96155405,0.8697221,0.8769752,0.7793578,1.0983593,1.0384461
Mcm6,0.98553544,0.9738665,1.0514691,0.9931173,0.9755242,1.0068828
Ercc5,0.9983848,1.0005558,0.99944437,1.0378056,0.9830463,0.9818187
Arpc1a,1.0987756,0.9516074,0.9586531,0.8305099,0.91576916,1.0413469
Napsa,1.0183525,0.77967477,0.9881943,1.0118059,0.8917013,0.92032856
Fzr1,0.8267551,1.0706629,0.889182,0.71501976,1.0490149,0.950985
LOC654842,1.0060815,0.8221303,0.9497525,0.9939186,0.8676126,1.1057184
AI586015,1.0110201,0.86325204,0.83660865,1.0930941,0.8589687,0.9889799
Blnk,1.1048476,0.8279153,0.9986434,1.0013567,0.9610108,0.8520859
Mif4gd,1.0151763,0.8978073,1.0226204,0.98482364,0.9021224,0.90309286
Aldoa,1.2214797,0.9703514,0.92511153,0.917489,0.94386506,1.0296487
AI838661,0.94416183,0.9664303,0.96147984,1.0357406,0.9756154,1.0243847
D930028F11Rik,0.98941785,0.97158337,1.0037863,0.98727566,0.99725664,1.0027434
Vangl1,0.8565583,1.0203458,0.9796541,0.80548024,1.270309,0.93335646
Mad2l1bp,0.9862524,0.9589567,0.9441879,1.0137476,0.9708882,1.0282778
D14Ertd449e,0.9357145,0.91739863,0.9888751,1.0111248,0.87012,1.0356643
Ccl4,0.9508421,0.9730925,0.92042387,1.0269076,0.9110342,1.0412565
Tcf4,1.0051727,0.87015146,0.9064285,0.9948271,0.9885134,1.2360495
Rdh12,0.9631634,0.9691368,0.9360976,1.1277949,1.0308633,0.9659578
Klra7,0.96801674,0.8959887,0.82376546,0.96808696,1.031913,1.2030224
Samd4,0.98991495,1.0100851,1.0141144,0.9290874,0.98745644,0.9410303
Psmb1,0.9964558,0.85402936,0.837919,1.0035442,1.0090296,0.7603349
Ctsz,1.072096,0.9110345,0.9064515,0.927904,0.8777947,1.0877588
2310046K10Rik,0.9639872,0.8386725,0.80176353,1.0641464,0.87332237,1.0360129
Atp5d,0.9897279,0.89849836,1.0060965,0.9939036,0.980749,1.1571735
Gemin7,1.0233421,0.96984935,1.0315046,0.976658,0.9578091,0.8645072
Dctn6,1.0129877,0.88175917,0.88868296,0.9870124,0.98282915,1.1038302
Trex1,1.1529421,0.81524235,0.9170552,0.98528093,0.87356293,1.0147191
Lynx1,0.91335344,0.9645299,1.0115942,0.93503743,0.9967032,1.0032967
Irf5,1.0917484,0.8517024,0.82094276,1.0026551,0.8832158,0.99734485
Malt1,0.8417721,0.85999644,0.8550916,1.0317603,0.96823984,1.0680941
Nudt6,0.994992,0.9945741,0.9890799,1.0247749,1.0038977,0.9961025
Syngr1,0.9945175,1.0054823,1.0838137,0.762901,0.940526,0.8675868
2010316F05Rik,0.9107852,0.7824447,0.8550577,0.99615717,1.0038428,1.1179707
Brp16,0.94863236,0.84585613,0.9181546,0.9040871,1.0636772,1.0513676
Usp18,0.9309015,0.97800285,1.0219972,0.954548,0.9431036,1.059251
1200016B10Rik,0.857878,0.9450252,0.9378197,0.9318866,1.3141057,1.0549749
A230020G22Rik,1.0163726,0.83965427,1.008255,0.99174505,0.9522985,0.9046248
Cmtm7,1.2729287,0.89006144,1.0306456,0.8892938,0.96935433,0.9433204
Zfp162,0.8597805,1.0400182,1.0336663,0.7155014,0.7693052,0.96633375
BC025206,0.935078,0.79738593,0.8456706,1.0859668,0.83393973,1.0649221
Tm4sf4,0.97360164,0.92657375,1.0074273,0.97967786,0.99257267,1.0417006
LOC545056,0.8835012,0.84738284,0.8501131,0.8752925,1.1164988,1.2002654
Scoc,0.8470994,0.90257293,0.9932687,0.904826,1.2781242,1.0067312
Fbxl6,1.0689672,0.97866946,1.0213305,0.84400046,0.91179055,0.87036127
Tm4sf3,0.9112134,0.98876286,1.0211693,0.94491154,0.9943257,1.0056744
Rbm38,1.0066005,1.0829918,0.9933996,0.8202266,0.89884603,0.85962915
Mef2c,1.0140827,0.98591745,1.1364822,0.8708028,0.84181523,0.85172516
Ptprcap,0.9936191,0.83125216,0.9346225,1.006381,0.95896524,1.0170056
1700123O20Rik,0.99032444,0.98064303,0.94069487,1.0384442,0.96685386,1.0096756
Usp18,0.8848889,0.8981589,1.0213163,0.9130238,0.97868377,1.0273478
Sfrs16,1.0356398,0.9601043,0.9508552,0.9551094,1.0161878,0.9838123
H2-M3,1.0716575,0.7808893,0.8951172,0.9675444,0.8483054,1.0324558
2310004L02Rik,1.012892,0.90886414,0.91273195,1.0588198,0.98710805,0.98676175
Lgals9,1.0079814,0.8695981,0.99584645,0.9708913,0.9335438,1.0041536
Ube2m,0.9873921,1.0126079,1.047173,0.7982653,0.85376376,0.83744484
Tmem108,0.9839592,0.91035557,0.99122024,1.0181009,0.9713284,1.0087798
Gypa,0.85861856,0.92417705,1.0057092,0.8136832,1.3650006,0.9942908
Nfkbia,1.0160546,0.89635074,0.98394537,0.81931674,0.92472583,1.1211798
Oasl2,0.99471915,0.96798503,0.93011576,1.0052809,0.9620183,1.1507138
Cyba,1.2339664,0.8026512,0.95946646,0.85609543,0.9244961,1.0405334
Pla2g12a,0.94276834,1.0424935,0.9851546,0.99429166,1.0057083,0.95255494
Unc93b1,0.9942953,0.9345839,1.0057048,0.9431399,0.9469935,1.1071473
Adprtl2,0.9459739,0.8570523,0.90574855,1.0123305,1.015697,0.98766965
Syngr1,0.98911005,0.9530399,1.0551113,0.85702777,0.9572425,1.01089
E230026N22Rik,1.0024297,0.98799086,0.99869055,1.0013093,0.9853101,0.9753371
Napsa,1.032632,0.796622,0.8626881,1.0500485,0.9283988,0.9673678
Blnk,1.0188832,0.85505915,0.9980395,1.0019604,0.9229532,0.9047997
LOC233529,1.001809,0.93518686,1.0613307,0.998191,0.96074647,0.90144044
